citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number,not_received_for_publication
11 FR 2213, ,"","","",Presidential Document,Executive Order,03/05/1946,1946-03-01,"","Executive Order No.    Creating an Emergency Board To Investigate the Disputes Between the Texas & New Orleans Railroad Company, Carrier, and Certain of its Employees","Revoked by: EO 12553, February 25, 1986",9700,""
11 FR 1929, ,"","","",Presidential Document,Executive Order,02/26/1946,1946-02-21,"",Executive Order No.    Re-Establishing the Office of Economic Stabilization,"Amended by: EO 9762, July 25, 1946
Revoked by: EO 9801, November 9, 1946
See: EO 9250, October 3, 1942; EO       9620, September 20, 1945; EO 9697, February       14, 1946",9699,""
11 FR 1809, ,"","","",Presidential Document,Executive Order,02/20/1946,1946-02-19,"","Executive Order No.    Designating Public International Organizations Entitled to Enjoy Certain Privileges, Exemptions, and Immunities","Amended by: EO 9751; EO 9823, January 24,       1947; EO 9863, May 31, 1947; EO 9887; EO       9911, December 19, 1947; EO 9972, June       25, 1948; EO 10025
Superseded by: EO 10533, June 3, 1954 (in part)
Revoked by: EO 10083, October 12, 1949 (in part)",9698,""
11 FR 1691, ,"","","",Presidential Document,Executive Order,02/16/1946,1946-02-14,"",Executive Order No.    Providing for the Continued Stabilization of the National Economy During the Transition from War to Peace,"Amended by: EO 9699, February 26, 1946
Revoked by: EO 9801, November 13, 1946
See: EO 9599, August 18, 1945; EO       9699, February 21, 1946",9697,""
11 FR 1615, ,"","","",Presidential Document,Executive Order,02/14/1946,1946-02-12,"",Executive Order No.    Reinstating Monnett B. Davis in the Foreign Service of the United States,"",9696,""
11 FR 1559, ,"","","",Presidential Document,Executive Order,02/12/1946,1946-02-08,"","Executive Order No.   Revocation of Executive Order No. 9243 of September 12, 1942, Providing for the Transfer and Release of Federal Personnel","Revokes: EO 9243, September 12, 1942
See: EO 8973, December 12, 1941; EO       9067, February 20, 1942; EO 9063, February       16, 1942",9695,""
11 FR 1421, ,"","","",Presidential Document,Executive Order,02/07/1946,1946-02-05,"","Executive Order No.    Amending Executive Order 9472 of August 29, 1944, Establishing Certain Awards for the Merchant Marine","Amends: EO 9472, August 29, 1944",9692,""
11 FR 1421, ,"","","",Presidential Document,Executive Order,02/07/1946,1946-02-05,"","Executive Order No.   Possession, Control, and Operation of the Transportation Systems, Plants, and Facilities of Certain Towing and Transportation Companies Operating in New York Harbor and Contiguous Waters","See: EO 8989, December 18, 1941; EO       10065, July 6, 1949
Note: Office terminated by EO 10065, July 6,       1949",9693,""
11 FR 1423, ,"","","",Presidential Document,Executive Order,02/07/1946,1946-02-06,"","Executive Order No.   Inspection of Income, Excess-Profits, and Declared Value Excess-Profits Tax Returns by the War Contracts Price Adjustment Board","",9694,""
11 FR 1381, ,"","","",Presidential Document,Executive Order,02/06/1946,1946-02-04,"","Executive Order No.    Directing the Civil Service Commission To Resume Operations Under the Civil Service Rules, and Authorizing the Adoption of Special Regulations During the Transitional Period","Revokes: EO 8514, August 13, 1940; EO       9063, February 16, 1942; EO 9378, September       23, 1943
Amended by: EO 9815, December 23, 1946
Revoked by: EO 9830, February 24, 1947
See: EO 9721, May 10, 1946",9691,""
11 FR 1337, ,"","","",Presidential Document,Executive Order,02/05/1946,1946-02-02,"","Executive Order No.   Amending Executive Order 9685 Authorizing the Secretary of Agriculture To Take Possession of and Operate Certain Plants and Facilities Used in the Production, Processing, Transportation, Sale, and Distribution of Livestock, Meat, Meat Products and By-Products","Amends: EO 9685, January 24, 1946",9690,""
11 FR 1267, ,"","","",Presidential Document,Executive Order,02/02/1946,1946-01-31,"",Executive Order No.   Amending Schedule B of the Civil Service Rules,"Revoked by: EO 9830, February 24, 1947",9688,""
11 FR 1265, ,"","","",Presidential Document,Executive Order,02/02/1946,1946-01-31,"",Executive Order No.   Consolidation of Surplus Property Functions,"Amended by: EO 9707, March 23, 1946",9689,""
11 FR 1033, ,"","","",Presidential Document,Executive Order,01/29/1946,1946-01-26,"",Executive Order No.    Providing for the Administration by the Housing Expediter of Certain Functions Relating to Housing,"",9686,""
11 FR 1033, ,"","","",Presidential Document,Executive Order,01/29/1946,1946-01-26,"",Executive Order No.   Revoking Executive Orders Concerning Foreign Service Pay Adjustment,"Revokes: EO 7972, September 15, 1938; EO       8018, December 2, 1938; EO 8261, September       21, 1939; EO 8269, October 11, 1939; EO       8800, June 22, 1941; EO 9057, February       11, 1942; EO 9261, October 31, 1942; EO       9449, June 15, 1944",9687,""
11 FR 989, ,"","","",Presidential Document,Executive Order,01/26/1946,1946-01-24,"","Executive Order No.   Authorizing the Secretary of Agriculture To Take Possession of and Operate Certain Plants and Facilities Used in the Production, Processing, Transportation, Sale and Distribution of Livestock, Meat, Meat Products and By-Products","Amended by: EO 9690, February 2, 1946",9685,""
11 FR 871, ,"","","",Presidential Document,Executive Order,01/24/1946,1946-01-23,"","Executive Order No.   Creating an Emergency Board To Investigate Disputes Between the Indiana Harbor Belt Railroad, Chicago Junction Railway (the C.R. & I.R.R. Co., Lesee) and Chicago River and Indiana Railroad Company, Carriers, and Certain of Their Employees","Revoked by: EO 12553, February 25, 1986",9684,""
11 FR 787, ,"","","",Presidential Document,Executive Order,01/22/1946,1946-01-18,"",Executive Order No.   Providing for the Furnishing of Information and Assistance to the Joint Anglo-American Committee of Inquiry on Jewish Problems in Palestine and Europe,"",9682,""
11 FR 789, ,"","","",Presidential Document,Executive Order,01/22/1946,1946-01-19,"","Executive Order No.   Restoring Limitations Upon Punishments for Certain Violations of Articles of War 58, 59, 61 and 86","Revokes: EO 9048, February 3, 1942 (in part);       EO 9267, November 9, 1942 (in part)
See: EO 9772, August 24, 1946; EO       10020, December 7, 1948",9683,""
11 FR 735, ,"","","",Presidential Document,Executive Order,01/19/1946,1946-01-17,"",Executive Order No.   Abolishing the United States of America Typhus Commission,"See: EO 9285, December 24, 1942",9680,""
11 FR 735, ,"","","",Presidential Document,Executive Order,01/19/1946,1946-01-17,"",Executive Order No.   Designating the Honorable Jorge L. Cordova as Acting Judge of the District Court of the United States for Puerto Rico,"",9681,""
11 FR 703, ,"","","",Presidential Document,Executive Order,01/18/1946,1946-01-16,"","Executive Order No.    Amendment of Executive Order No. 9547 of May 2, 1945, Entitled ``Providing for Representation of the United States in Preparing and Prosecuting Charges of Atrocities and War Crimes Against the Leaders of the European Axis Powers and Their Principal Agents and Accessories''","Amends: EO 9547, May 2, 1945",9679,""
11 FR 667, ,"","","",Presidential Document,Executive Order,01/17/1946,1946-01-14,"","Executive Order No.    Amendment of Executive Order No. 8743 of April 23, 1941, Extending the Classified Civil Service","Amends: EO 8743, April 23, 1941
See: EO 9712, April 13, 1946",9678,""
11 FR 627, ,"","","",Presidential Document,Executive Order,01/16/1946,1946-01-14,"",Executive Order No.   Terminal Date for Filing Application for Non-Necessity Certificate Under Section 124 (d) of the Internal Revenue Code,"Amends: EO 9487, September 30, 1944
See: EO 9638, October 4, 1945",9676,""
11 FR 627, ,"","","",Presidential Document,Executive Order,01/16/1946,1946-01-14,"","Executive Order No.   Authorizing the Appointment of Certain Persons at the Home of Franklin D. Roosevelt National Historic Site, National Park Service, Without Regard to the Civil Service Rules","",9677,""
11 FR 333, ,"","","",Presidential Document,Executive Order,01/08/1946,1946-01-04,"",Executive Order No.   Liquidation of War Agencies,"Revoked by: EO 9744, June 27, 1946",9674,""
11 FR 333, ,"","","",Presidential Document,Executive Order,01/08/1946,1946-01-05,"","Executive Order No.   Creating an Emergency Board To Investigate the Disputes Between the St. Louis-San Francisco Railway Company and the St. Louis, San Francisco, and Texas Railway Company, Carriers, and Certain of Their Employees","Revoked by: EO 12553, February 25, 1986",9675,""
11 FR 221, ,"","","",Presidential Document,Executive Order,01/04/1946,1945-12-31,"",Establishing the National Wage Stabilization Board and Terminating the National War Labor Board,"Amends: EO 9617, September 19, 1945
Amended by: EO 9724, May 15, 1946
See: EO 9017, January 12, 1942; EO   9809, December 12, 1946",9672,""
11 FR 224, ,"","","",Presidential Document,Executive Order,01/04/1946,1946-01-03,"",Executive Order No.   Transfer of Certain Production Research and Development Functions From the Civilian Production Administration to the Department of Commerce,"",9673,""
11 FR 55, ,"","","",Presidential Document,Executive Order,01/03/1946,1945-12-29,"",Restoring Certain Lands to the Territory of Hawaii,"See: EO 1181, March 25, 1910",9671,""
11 FR 1, ,"","","",Presidential Document,Executive Order,01/01/1946,1945-12-28,"",Directing the Return of the Coast Guard to the Treasury Department,"Revokes: EO 8929, November 1, 1941",9666,""
11 FR 4, ,"","","",Presidential Document,Executive Order,01/01/1946,1945-12-28,"","Revoking Executive Order 9074 of February 25, 1942, Directing the Secretary of the Navy To Take Action Necessary To Protect Vessels, Harbors, Ports and Waterfront Facilities","Revokes: EO 9074, February 25, 1942",9667,""
11 FR 4, ,"","","",Presidential Document,Executive Order,01/01/1946,1945-12-28,"",Amending Subdivision III of Schedule A of the Civil Service Rules,"Revoked by: EO 9830, February 24, 1947",9668,""
11 FR 4, ,"","","",Presidential Document,Executive Order,01/01/1946,1945-12-28,"",Transfer of Air-Navigation Facilities and Functions in Iran From the War Department to the Administrator of Civil Aeronautics,"Superseded by: EO 9709, March 29, 1946",9669,""
11 FR 4, ,"","","",Presidential Document,Executive Order,01/01/1946,1945-12-28,"",Establishing the Tennessee National Wildlife Refuge,"See: Public Land Order 5505, June 23, 1975 (40 FR 27458)",9670,""
10 FR 15365, ,"","","",Presidential Document,Executive Order,12/28/1945,1945-12-27,"",Transfer of the Functions of the Small War Plants Corporation to the Reconstruction Finance Corporation and the Department of Commerce,"",9665,""
10 FR 15301, ,"","","",Presidential Document,Executive Order,12/22/1945,1945-12-18,"",Continuing the Work of the Fair Employment Practice Committee,"See: EO 8802, June 25, 1941; EO       8823, July 18, 1941; EO 9111, March 25,       1942; EO 9346, May 27, 1943",9664,""
10 FR 14683, ,"","","",Presidential Document,Executive Order,12/04/1945,1945-11-30,"","Creating an Emergency Board To Investigate a Dispute Between the Texas & New Orleans Railway Company and Hospital Association of the Southern Pacific Lines in Texas and Louisiana, and Certain of Its Employees","Revoked by: EO 12553, February 25, 1986",9663,""
10 FR 14653, ,"","","",Presidential Document,Executive Order,12/01/1945,1945-11-29,"",Restricting Competition in Certain Civil-Service Examinations to Veterans,"Superseded by: EO 9738, June 19, 1946",9662,""
10 FR 14243, ,"","","",Presidential Document,Executive Order,11/30/1945,1945-11-16,"",Providing for the Representation of the United States in the Observation of Elections in Greece,"",9657,""
10 FR 14591, ,"","","",Presidential Document,Executive Order,11/30/1945,1945-11-29,"",Conferring Certain Authority Upon the Chief of Counsel in the Preparation and Prosecution of Charges of War Crimes Against Major Leaders of Japan and Their Principal Agents and Accessories,"",9660,""
10 FR 14591, ,"","","",Presidential Document,Executive Order,11/30/1945,1945-11-29,"","Possession, Control, and Operation of the Transportation System, Plants, and Facilities of the Great Lakes Towing Company, Cleveland, Ohio","See: EO 8989, December 18, 1941",9661,""
10 FR 14351, ,"","","",Presidential Document,Executive Order,11/24/1945,1945-11-21,"","Possession, Control, and Operation of the Transportation System, Plants, and Facilities of the Capital Transit Company, Washington, District of Columbia","See: EO 8989, December 18, 1941; EO       9156, May 2, 1942",9658,""
10 FR 14353, ,"","","",Presidential Document,Executive Order,11/24/1945,1945-11-21,"",Extension of Trust Periods on Indian Lands Expiring During Calendar Year 1946,"",9659,""
10 FR 14173, ,"","","",Presidential Document,Executive Order,11/17/1945,1945-11-15,"",Transfer of Shipbuilding Stabilization Committee,"See: EO 9250, October 3, 1942",9656,""
10 FR 14121, ,"","","",Presidential Document,Executive Order,11/16/1945,1945-11-14,"",Regulations Relating to Commissioned Officers and Employees of the Public Health Service,"Revokes: EO 9501, November 21, 1944; EO       9509, January 8, 1945
Amended by: EO 9897, October 10, 1947
Revoked by: EO 9993, August 31, 1948",9655,""
